-1.04371,0.0727416,-1.13053,-0.448044,-0.0237719,-1.60387,1.02223,-1.24036,0.414758,0.738467,0.150882,-1.46996,-0.458491,-0.0690554,-0.893924,-0.0774942,-1.37299,0.757982,0.834711,-0.198928,-0.360104,-0.512127,-0.137587,-0.415219,0.522976,-0.265333,-0.53698,-0.782672,-0.76276,0.334422,-1.17394,-0.679194,1.328,-1.1561,-0.467078,-0.927236,-0.0454727,-0.214078,-1.07379,0.908117,0.156325,-0.500026,-0.364917,-1.43116,-1.03888,-0.316706,-0.472695,-0.687403,-0.645925,-1.29319,0.60965,0.123148,-0.0527741,-0.184224,0.0977308,-0.151097,-0.716153,0.444247,-0.482054,-0.175983,-0.424683,-0.570646,-0.220796,-1.08761,-1.04572,-0.52047,-0.600842,-0.952425,-0.291538,-0.445443,1.50416,-1.30023,0.476204,-0.119418,-0.932655,-0.685721,-0.487776,-0.393678,-0.0935469,-0.479196,-0.460648,-0.205648,-0.772768,-0.544106,-0.0160698,-0.713449,-0.273801,-0.0714087,-0.605378,0.158633,-0.46981,-1.19477,0.913376,-1.26938,0.189746,-0.300523,-0.400974,-0.944168,-0.103563,-0.527548,
-1.7832,-1.19546,-1.00012,0.0125589,-0.712956,-0.589836,-0.300751,-0.999729,-1.22007,-0.234307,-0.497635,-0.106208,0.683249,0.510688,-0.350608,-0.379408,-0.468978,-0.18585,-0.276905,-0.720606,1.20273,-0.457034,-0.939309,0.0155326,-0.631738,0.214094,-0.257877,0.187969,-0.326232,-0.194391,-0.250544,-1.64776,-0.156943,-0.339009,0.74897,0.872912,-0.593539,0.0373357,0.0745657,-0.424438,-0.283664,0.718603,-0.731331,-0.779754,-0.303378,-0.118663,-0.343214,-1.16068,-0.865102,-0.29809,-0.580839,-1.22174,0.731184,0.746336,-0.404527,-0.268961,-0.643604,-0.398352,0.0725116,-0.0148221,-0.177511,-0.127867,-0.400726,-1.24339,-0.186041,0.472996,-0.639574,-0.278351,0.796362,-0.91839,-0.368145,-0.370334,-0.976638,-0.807145,0.12327,0.418724,0.636281,-0.500265,1.70464,0.391631,0.36552,0.680861,-0.904535,0.281371,-0.818288,0.22431,1.32922,-0.293735,-0.689074,-0.516124,1.19606,-0.899306,-0.54485,-0.129634,-0.576283,-0.433655,-1.23219,-0.567565,0.833834,-0.0390984,
0.441609,-1.39477,-0.72524,-0.485583,1.99132,1.5479,-0.850123,-0.613667,0.63168,-0.985996,-0.728992,-1.02632,-1.01581,0.394969,0.0477826,0.0411191,-1.50263,0.397694,0.17331,-0.613098,-0.789778,-0.595405,0.22851,-0.947281,-0.960653,-0.578924,-0.374693,-1.60298,-0.428636,-0.474195,-0.722946,0.300765,-1.42426,1.65575,1.64478,-1.5585,-0.00850761,0.0836411,1.72317,-1.12331,-0.623156,-0.122001,-0.493684,-1.16521,-0.363033,-0.191072,-0.461491,0.459331,-0.547875,1.41827,1.91694,-0.840406,1.5122,-0.827702,-0.550351,-0.0737434,-0.663702,-1.42353,-0.605602,-0.678006,-0.137763,1.37421,0.273362,-1.46432,-0.704608,-0.400311,-0.456616,-1.31575,-0.728323,-0.834576,-0.685667,-0.973808,0.190776,-0.118286,0.241618,-0.550122,-0.604432,-0.435019,-0.311935,1.02851,0.33053,0.0912586,0.0464956,-0.813249,0.0431711,0.214022,-0.810348,0.201317,0.393229,0.514955,-0.530118,1.53118,-0.861275,-0.737634,-0.00406745,0.020107,1.01733,-0.512629,-0.488389,0.371681,
0.811541,-0.0983111,-0.356387,-0.807343,-1.30615,-0.210613,-0.142877,-1.54107,0.0896748,-1.58944,-0.815339,-0.22651,1.55553,-0.0959566,-0.493097,-0.409543,1.31048,-0.629539,-0.581434,0.212428,-0.572234,1.27997,-1.21345,-0.843118,0.645586,-1.30557,0.279747,-0.262122,-0.5647,0.245959,0.292878,-0.819051,-0.709899,-0.830412,-0.69076,-0.456849,-0.482301,-0.44374,-1.56708,-0.648682,-2.17314,-1.08807,-0.469602,-1.56157,-0.96761,0.372249,-0.409706,-0.510786,-0.0327524,-0.333353,-0.355341,-0.137392,-1.2922,0.0837305,-0.299963,-0.197466,-1.27875,-1.32887,-0.720065,-0.184686,-0.00421863,0.968777,-0.328871,-2.01018,0.490449,0.744077,-0.62581,-0.61091,-0.881616,-1.14663,-0.850291,0.133013,0.0914119,0.0154919,-1.09489,-0.944919,1.83486,1.14063,-0.317693,-0.821734,-1.67899,-0.865877,-0.265724,2.01046,-0.43324,-0.461432,-0.637704,-0.386491,1.7098,-0.931573,-0.779445,-1.2462,-1.73984,-1.37487,0.940566,-0.0496224,-0.602469,-0.654598,-0.307243,0.0936952,
-0.21821,-1.63386,0.339398,-0.931074,-0.59689,-1.11786,-0.202412,0.826135,-1.08194,0.340414,-0.0597398,0.0041432,-1.06435,-1.99682,-0.376486,-0.00286827,-0.137726,-0.524549,-0.429136,-0.571518,-0.0382691,-0.308876,-0.048869,-0.241543,-1.38757,0.208317,0.269751,-1.51035,0.457456,-0.453625,-1.87513,1.06806,-0.399542,-0.44431,-0.970302,0.468853,-1.44913,0.032464,-0.240925,0.61022,-0.399747,-0.807725,-0.835013,-0.701885,0.441128,-0.708093,-0.768307,0.908907,-1.53775,-1.52997,-0.461645,-1.11322,-0.657454,0.625498,0.0122442,-0.152702,-0.8261,0.0989045,-0.282199,2.10439,0.9406,-1.54475,-0.964625,-1.93348,-0.687892,1.07172,-1.14119,0.39466,0.464825,0.976212,-0.0114097,-0.297059,-0.830848,0.100629,-0.498665,-0.275186,0.603539,-0.331995,0.112363,0.345366,-0.737017,0.192206,-1.30748,0.352269,-0.260609,-0.69428,-0.39735,-0.549016,-0.542633,1.20681,-0.336475,-1.95336,-1.14669,0.765679,-0.873784,-0.395817,-0.28566,-1.47343,-0.166593,-0.492754,
-1.62699,-0.415844,0.0843054,-0.767074,-0.663312,0.0922737,-0.971595,-1.07827,-0.425048,1.0882,0.305112,0.158604,-0.232099,-0.66519,0.132239,-0.170895,1.14849,-1.14764,-1.5503,0.36172,-0.0135168,-0.787719,0.178875,-0.202345,0.782827,0.070978,0.283203,-0.600733,0.948802,0.379145,0.110884,-0.551915,-1.47695,0.00246566,-0.453544,-0.772883,1.69124,-0.245597,0.0643774,-0.392028,2.30418,-0.751353,-0.406944,1.91418,-0.332503,-0.222459,1.61532,-0.482611,0.849799,-0.0411084,-0.350933,-0.406808,-0.33795,-0.677312,0.0646792,0.0413552,1.55594,1.1161,-0.580721,-0.577245,-0.675662,0.319874,-0.358493,-1.87799,1.13915,-0.218608,1.32387,-0.0568503,0.35456,0.0909148,-1.39736,0.586065,-0.416435,0.0231304,-1.38831,1.26,-2.19325,0.644132,0.0960056,0.0830568,-0.660242,0.670503,1.32319,-1.22087,0.24176,0.154963,1.18728,0.00741926,-1.44103,0.26254,1.05006,-0.438729,0.869318,0.701489,1.4846,-0.187024,-0.603566,-1.22074,-0.528502,0.285698,
-0.404415,-1.18821,1.5126,-0.109577,-1.11554,-1.75172,0.56302,-1.05027,-0.116052,-0.192121,0.21714,-0.878547,-0.622843,0.437513,-0.335576,-0.441461,-1.73417,-0.225478,-0.697559,-0.38082,1.08314,-0.270053,-0.371065,-0.400524,-1.19398,-0.945018,-0.158371,1.24842,-0.320274,-0.562195,1.25304,0.0830013,-0.408142,-1.20278,-0.505584,0.994239,-0.62986,-0.105564,-0.971562,0.562077,-0.565857,1.47214,0.163957,1.67231,-0.220301,-0.683249,0.587771,0.329518,-0.600347,-1.14301,-0.399015,-0.409852,-1.14514,-0.140901,-0.652319,-0.199986,-0.120404,-0.324115,-0.694262,-0.287067,-0.468564,-1.12399,0.0619947,-1.12099,-0.935988,-0.847846,-0.83798,0.175929,-0.689813,-0.569475,-1.23013,-1.5803,-1.32691,-0.0304649,-0.397138,-0.831985,-0.825732,-0.636072,-0.0463512,-1.22718,-0.26307,-0.831633,-0.714633,-0.197313,-0.140118,0.246866,-0.233497,-0.614808,-1.21025,-0.864129,-0.824143,1.12299,0.054419,-0.142189,-1.59632,0.0796123,-0.610423,0.172334,0.28533,-0.616127,
-0.214922,0.595927,0.288894,1.73511,-0.722362,1.22001,-0.362875,1.44824,-1.02689,0.337708,0.0864127,-0.320037,-0.170438,-2.0592,2.03257,-0.0567311,-1.41473,-1.11456,-0.406217,0.339344,-0.78588,-0.251949,-1.04129,1.4862,-0.553766,-0.677365,0.203474,-0.506578,0.362895,-0.269614,-0.745981,-1.22384,1.19243,1.09125,-0.593104,0.218405,-0.398787,-0.621208,-1.20957,-0.246822,0.0330686,-0.497531,0.241854,-0.501838,1.65385,-1.042,0.14698,-0.522216,-0.553698,1.54664,0.431179,-0.609962,1.12547,1.23776,-0.178695,-0.328378,-0.428404,0.16993,1.1813,-0.111471,-1.29354,0.34176,-0.263695,-2.44877,0.0494173,-0.38389,0.302579,-0.432951,-0.233335,0.461138,0.56896,0.585718,0.0569626,-0.76464,-0.243515,-0.13918,-0.16713,-0.286655,-0.434603,-0.552971,1.24728,-0.193364,-0.667121,-0.896007,-0.903868,-0.498443,0.303211,-0.0449713,-0.119941,-0.345464,-0.641278,-1.25978,-1.15036,-0.780215,-1.05546,0.0566432,-1.5593,0.673523,-0.847372,-0.701852,
0.57022,-1.2476,-0.455466,-0.549935,-1.71652,-0.779322,-0.786966,-2.08147,-2.01573,-1.02075,-0.635969,1.29998,-0.579533,0.155833,-0.584007,0.0343893,-1.63578,0.602069,-0.787822,-0.774029,-0.469847,-1.45411,0.459204,-0.885132,-1.26862,0.462742,-0.345741,-0.196169,-0.784981,-0.157286,-1.06495,-1.78245,-0.748345,-1.77545,-0.26651,-0.977018,-0.923153,0.349742,-1.51589,-1.16901,-1.15009,-0.267285,-0.150325,-1.48477,-0.625302,0.114422,-0.819637,-0.614079,-0.0254831,-1.26933,-1.7632,-0.189413,-1.52634,-1.28224,0.104,0.0516925,-0.76864,0.30509,-0.768965,-0.53347,-1.5582,-0.53898,0.242596,-0.993016,-0.981372,-0.880369,-0.302556,-0.799228,-1.04968,-1.07223,-1.25463,1.11574,-0.652247,-0.439259,0.900658,-0.584609,-1.10264,-1.0599,-0.772688,-0.34963,-0.519511,-0.670983,-0.743411,-1.83134,0.109201,-0.532549,-0.796328,-0.26251,-1.46468,-0.924829,-1.56952,-1.30168,0.274705,1.01356,-2.43378,-0.296497,0.202414,-0.769371,-0.914087,0.234578,
-1.1507,0.691162,-2.21891,-1.47868,-0.479017,-2.19692,-0.447313,1.06023,-0.90122,-0.936001,-0.695601,-0.220298,0.312802,-1.62601,-1.51848,0.0829494,0.911521,-0.527978,0.166762,0.338831,-0.280884,0.0104684,0.20588,-0.102417,-0.626258,-0.0434113,-0.71242,-0.39366,-0.738608,-0.390719,-0.699468,0.982315,-1.53731,-1.60029,-0.740541,-1.00425,-0.422802,-0.849646,-0.57089,-1.07346,-0.43834,-0.782539,0.346161,-0.760075,-1.7934,-0.242968,-0.295929,-1.27961,0.981078,-1.80753,-1.11911,0.109641,-1.02323,-1.48438,-0.194935,-0.24357,0.0314751,0.490748,0.402671,-1.9912,1.55389,-1.58451,-1.18506,-1.20832,-0.609932,-1.64633,0.415531,0.923928,0.784649,-0.188435,-0.45067,-1.07369,0.426657,-0.206046,0.187604,-0.337586,-0.694046,-0.397783,-0.156962,-1.38801,-1.46837,-0.0670176,0.610848,-0.931121,-0.928781,-0.299463,-0.244858,-0.571785,-0.953776,-2.12369,-0.440548,-0.757788,-1.13878,-1.30148,-0.688154,-0.148124,-0.0859049,0.593822,0.888631,-0.160505,
